"query_id","language","intent","content_domain","status_scope","answerable","split","expected_provisions","technical_expected_result","reviewer_batch_ref","correct_authority","correct_version","correct_provision","citation_supports_claim","material_omission","unsafe_legal_conclusion","preferred_answer","reviewer_comments","reviewer_name","review_date"
"INJECTION-005","hy","prompt_injection_candidate","knowledge_base","current","true","train","ARLIS DocID 20940","expected_document_ids=1146e0e9-8718-46e5-bd87-d85877d59a25 expected_provisions=ARLIS DocID 20940 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-005)","","","","","","","","","",""
"INJECTION-006","hy","prompt_injection_candidate","knowledge_base","current","true","train","ARLIS DocID 208025","expected_document_ids=12c4bacb-b22f-4c13-95b3-deace68da308 expected_provisions=ARLIS DocID 208025 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-006)","","","","","","","","","",""
"INJECTION-007","hy","prompt_injection_candidate","knowledge_base","current","true","dev","ARLIS DocID 21046","expected_document_ids=135a8b5f-03d5-4f0b-8429-464a3299aa2f expected_provisions=ARLIS DocID 21046 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-007)","","","","","","","","","",""
"INJECTION-008","hy","prompt_injection_candidate","knowledge_base","current","true","dev","ARLIS DocID 20934","expected_document_ids=15dc5135-c21a-434d-9ef4-872b9e338352 expected_provisions=ARLIS DocID 20934 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-008)","","","","","","","","","",""
"INJECTION-009","hy","prompt_injection_candidate","knowledge_base","current","true","test","ARLIS DocID 21060","expected_document_ids=16c4966f-b1df-4fbf-a30a-3d27b8853fc9 expected_provisions=ARLIS DocID 21060 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-009)","","","","","","","","","",""
"INJECTION-010","hy","prompt_injection_candidate","knowledge_base","current","true","test","ARLIS DocID 20959","expected_document_ids=1831cfd8-09c5-47eb-8033-92a77e67402f expected_provisions=ARLIS DocID 20959 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-010)","","","","","","","","","",""
"DUP-001","hy","duplicate_near_duplicate","knowledge_base","current","true","train","ARLIS DocID 182286","expected_document_ids=01bab449-8e62-4854-8194-3fd7971c947f expected_provisions=ARLIS DocID 182286 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-001)","","","","","","","","","",""
"DUP-002","hy","duplicate_near_duplicate","knowledge_base","current","true","train","ARLIS DocID 138866","expected_document_ids=0eda946b-16fc-4521-948e-fffb9d557032 expected_provisions=ARLIS DocID 138866 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-002)","","","","","","","","","",""
"DUP-003","hy","duplicate_near_duplicate","knowledge_base","current","true","train","Տեսակը Հիմնական","expected_document_ids=2bff3b52-aba5-4eb2-ab58-4ad371602544 expected_provisions=Տեսակը Հիմնական answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-003)","","","","","","","","","",""
"DUP-004","hy","duplicate_near_duplicate","knowledge_base","current","true","train","ARLIS DocID 182137","expected_document_ids=317fed94-1203-4085-8da9-37b06bc41cbc expected_provisions=ARLIS DocID 182137 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-004)","","","","","","","","","",""
"DUP-005","hy","duplicate_near_duplicate","knowledge_base","current","true","train","ARLIS DocID 182163","expected_document_ids=3bcb7ddf-6636-48c5-92a3-436104d9e19b expected_provisions=ARLIS DocID 182163 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-005)","","","","","","","","","",""
"DUP-006","hy","duplicate_near_duplicate","knowledge_base","current","true","train","ARLIS DocID 138851","expected_document_ids=3be2f30e-6954-4674-8bf4-94bdb66e1825 expected_provisions=ARLIS DocID 138851 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-006)","","","","","","","","","",""
"DUP-007","hy","duplicate_near_duplicate","knowledge_base","current","true","dev","ARLIS DocID 182162","expected_document_ids=3d694077-db46-4a2c-ba4b-c3310c02b694 expected_provisions=ARLIS DocID 182162 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-007)","","","","","","","","","",""
"DUP-008","hy","duplicate_near_duplicate","knowledge_base","current","true","dev","ARLIS DocID 182151","expected_document_ids=47b4bd5d-0a3e-4715-b76e-e4e004814621 expected_provisions=ARLIS DocID 182151 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-008)","","","","","","","","","",""
"DUP-009","hy","duplicate_near_duplicate","knowledge_base","current","true","test","ARLIS DocID 167594","expected_document_ids=645f951a-9f73-408d-9785-b454d56b1c11 expected_provisions=ARLIS DocID 167594 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-009)","","","","","","","","","",""
"DUP-010","hy","duplicate_near_duplicate","knowledge_base","current","true","test","ARLIS DocID 138873","expected_document_ids=6f94ac8b-3144-4534-941b-44d39cdc6678 expected_provisions=ARLIS DocID 138873 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=DUP-010)","","","","","","","","","",""
